target_column,gene_symbol,y_mean,y_std,y_min,y_max,n_missing,n_dep_lt_m05,n_strong_lt_m1,n_neutral_gt_m02,frac_dep_lt_m05,frac_strong_lt_m1,selection_score
PGK1 (5230),PGK1,-0.9601811838318012,0.4709073239836293,-1.936391871279404,0.2726394904846108,0,53,29,5,0.8983050847457628,0.4915254237288136,11.570907323983631
TOP1 (7150),TOP1,-0.7594905937563675,0.3366084597073684,-1.5086409587590208,0.3451415317950277,0,52,10,5,0.8813559322033898,0.1694915254237288,11.23660845970737
PPP2CA (5515),PPP2CA,-1.0765956148214875,0.7677413608062063,-4.6586549350094,0.1321785531381596,0,47,31,5,0.7966101694915254,0.5254237288135594,10.667741360806207
CTNNB1 (1499),CTNNB1,-1.185587932846943,0.7922471727910271,-3.0051893653580874,0.783503537463245,0,46,35,6,0.7796610169491526,0.5932203389830508,10.592247172791028
ALG13 (79868),ALG13,-0.8201592230819504,0.49043740420218257,-1.9369155546862848,0.3467873598758827,0,47,20,7,0.7966101694915254,0.3389830508474576,10.590437404202182
NCAPD3 (23310),NCAPD3,-0.7706665711054317,0.3781809248255242,-1.6599440270156265,0.1174090660494838,0,48,14,6,0.8135593220338984,0.23728813559322035,10.578180924825526
RAC1 (5879),RAC1,-0.7616258542577098,0.4145256523561114,-2.1018504503447826,0.243610588210022,0,46,16,8,0.7796610169491526,0.2711864406779661,10.414525652356113
MED12 (9968),MED12,-0.7736227406526746,0.40736216022075455,-1.5598094338242403,0.2478541457344202,0,47,16,5,0.7966101694915254,0.2711864406779661,10.307362160220755
TAMM41 (132001),TAMM41,-0.8343899809356388,0.5057950296405748,-1.84741299532854,0.3925019447863112,0,45,29,8,0.7627118644067796,0.4915254237288136,10.305795029640576
MED9 (55090),MED9,-0.7387238162015654,0.365747881907713,-1.7934332561527344,-0.0572460130462878,0,47,13,5,0.7966101694915254,0.22033898305084745,10.265747881907714
FAM50A (9130),FAM50A,-1.0029343829332968,0.6370226014595953,-2.424708567245299,0.5174642948571961,0,44,33,8,0.7457627118644068,0.559322033898305,10.237022601459596
DNAJC11 (55735),DNAJC11,-0.781749277388927,0.48148233279150476,-2.965052092631963,0.0920113707763456,0,46,17,5,0.7796610169491526,0.288135593220339,10.181482332791505
ATP6V1C1 (528),ATP6V1C1,-0.7397275034597737,0.3866085505469801,-1.9355843999598448,0.3142701887733868,0,46,13,5,0.7796610169491526,0.22033898305084745,10.08660855054698
NCAPH2 (29781),NCAPH2,-0.755794184334096,0.48636165853516355,-1.7966786101009051,0.1991144988492119,0,43,15,10,0.7288135593220338,0.2542372881355932,10.086361658535163
TCF7L2 (6934),TCF7L2,-0.7115619838432201,0.4753771244947502,-1.647270560234292,0.1391270781926281,0,42,18,12,0.711864406779661,0.3050847457627119,10.07537712449475
SOD2 (6648),SOD2,-0.9388806291658541,0.7654110877703044,-2.696961433249632,0.6555409887785716,0,42,30,9,0.711864406779661,0.5084745762711864,10.065411087770306
GET3 (439),GET3,-0.8058875891127966,0.40795785937822654,-2.060833087129316,-0.1226322885448656,0,45,19,5,0.7627118644067796,0.3220338983050847,9.907957859378227
MBTPS2 (51360),MBTPS2,-0.7659841708199433,0.39474897507037277,-2.068905576808194,0.1405462959956092,0,45,17,5,0.7627118644067796,0.288135593220339,9.894748975070373
GRB2 (2885),GRB2,-0.9341285032840526,0.7944292627880165,-3.012048970563054,0.1397812434869438,0,40,25,11,0.6779661016949152,0.423728813559322,9.894429262788016
PSMG2 (56984),PSMG2,-0.7451823824142838,0.36710416315013944,-1.5369637292091536,0.0045847298892029,0,45,13,5,0.7627118644067796,0.22033898305084745,9.86710416315014
GTF2F2 (2963),GTF2F2,-0.6477445007560946,0.3187448316931735,-1.5611193273886426,0.2583100746952165,0,45,8,5,0.7627118644067796,0.13559322033898305,9.818744831693174
WDR7 (23335),WDR7,-0.7865469847961112,0.45732991990112243,-1.7082214087846852,-0.0041151157868287,0,43,22,7,0.7288135593220338,0.3728813559322034,9.757329919901121
HNRNPH1 (3187),HNRNPH1,-0.8201122481729196,0.5266624773081346,-2.2678148079663223,0.246318581570063,0,43,23,6,0.7288135593220338,0.3898305084745763,9.726662477308134
CDAN1 (146059),CDAN1,-0.7809928215276577,0.6210739369084491,-1.8520707373895289,0.9933441109546426,0,39,22,11,0.6610169491525424,0.3728813559322034,9.521073936908449
RIC1 (57589),RIC1,-0.8254614293467999,0.5982377218729257,-2.483438187564859,0.3550806794236915,0,39,20,11,0.6610169491525424,0.3389830508474576,9.498237721872925
ACO2 (50),ACO2,-0.9311909016430916,0.5675597510865605,-2.57682593138108,0.1266439459951007,0,42,26,5,0.711864406779661,0.4406779661016949,9.467559751086561
ALG1 (56052),ALG1,-0.7382614704299498,0.33382456526908577,-1.3030739651990282,-0.0066172257646678,0,43,15,5,0.7288135593220338,0.2542372881355932,9.433824565269086
UMPS (7372),UMPS,-0.8024819941844169,0.5812989905506373,-2.268870611200356,0.3365999601719613,0,41,15,6,0.6949152542372882,0.2542372881355932,9.381298990550638
MBTPS1 (8720),MBTPS1,-0.7887086900117879,0.4739352232118671,-2.1631463965965643,0.2790006604284842,0,41,22,7,0.6949152542372882,0.3728813559322034,9.373935223211868
CFLAR (8837),CFLAR,-0.8797163399258549,0.6587497098059812,-2.619337130451151,0.067448944374443,0,39,20,9,0.6610169491525424,0.3389830508474576,9.358749709805982
TOE1 (114034),TOE1,-0.701066675692888,0.44510327049627696,-1.8217041460308423,0.0844216913115053,0,41,15,7,0.6949152542372882,0.2542372881355932,9.345103270496278
NDUFB10 (4716),NDUFB10,-0.6047828472766363,0.331890204770273,-1.3213308862172113,0.5293397366279231,0,42,7,6,0.711864406779661,0.11864406779661017,9.331890204770273
CDK4 (1019),CDK4,-0.8400816504139408,0.5937471923759267,-2.72292162583551,0.2386318597957193,0,41,20,5,0.6949152542372882,0.3389830508474576,9.293747192375928
UROD (7389),UROD,-0.8576265752761005,0.5648539917916353,-2.9919550626603426,-0.108750003112824,0,41,18,5,0.6949152542372882,0.3050847457627119,9.264853991791636
PRKRA (8575),PRKRA,-0.7982642867728476,0.5628688219421419,-2.66826305434417,-0.0080076090327226,0,41,16,5,0.6949152542372882,0.2711864406779661,9.262868821942144
UQCRC2 (7385),UQCRC2,-0.7032568536364394,0.3485265195186144,-1.4838919062826212,-3.978597897591474e-05,0,42,13,5,0.711864406779661,0.22033898305084745,9.248526519518615
GEMIN4 (50628),GEMIN4,-0.6942670230913093,0.3343519439628448,-1.546698386441432,0.2461268466850344,0,42,11,5,0.711864406779661,0.1864406779661017,9.234351943962846
SNRPB2 (6629),SNRPB2,-0.7823780629353391,0.4934137629410569,-2.058434260897644,0.0129778828689978,0,41,14,5,0.6949152542372882,0.23728813559322035,9.193413762941057
HAUS8 (93323),HAUS8,-0.6523547502607716,0.3115612410879342,-1.4655624824491496,0.1754965433423956,0,41,6,6,0.6949152542372882,0.1016949152542373,9.111561241087935
NXT1 (29107),NXT1,-0.9481568840210604,0.7134767110969739,-3.024915511309826,-0.1232680667837485,0,38,24,7,0.6440677966101694,0.4067796610169492,9.013476711096974
NHLRC2 (374354),NHLRC2,-0.74067052745468,0.49549495515997605,-1.9643340591834024,0.0638841177456804,0,39,16,7,0.6610169491525424,0.2711864406779661,8.995494955159977
TMED10 (10972),TMED10,-0.5979759650517948,0.3818965483565132,-1.8024761941195129,-0.046206671697499,0,38,6,10,0.6440677966101694,0.1016949152542373,8.981896548356513
CIT (11113),CIT,-0.5773283530242698,0.34406855852650725,-1.2701679564164865,0.0465889831625467,0,38,7,10,0.6440677966101694,0.11864406779661017,8.944068558526507
ADSS2 (159),ADSS2,-0.6876958780043108,0.3960890565831047,-1.6041283055948872,0.1168365087510776,0,39,11,7,0.6610169491525424,0.1864406779661017,8.896089056583104
UBE2D3 (7323),UBE2D3,-0.6603548674917651,0.4820038825515011,-2.294039725950775,0.3083408471885014,0,37,8,10,0.6271186440677966,0.13559322033898305,8.882003882551501
SDHB (6390),SDHB,-0.7110834276293062,0.4598808881242703,-1.870025336177176,0.0603589412209797,0,38,16,8,0.6440677966101694,0.2711864406779661,8.859880888124271
TIMM22 (29928),TIMM22,-0.5778020447250478,0.4171128589761187,-1.6089517734689447,1.107823356103633,0,38,6,8,0.6440677966101694,0.1016949152542373,8.81711285897612
USP9X (8239),USP9X,-0.65835508334413,0.3982696184774403,-1.419353007664581,0.3243196534355588,0,39,13,6,0.6610169491525424,0.22033898305084745,8.798269618477441
NAPG (8774),NAPG,-0.7592409914026367,0.5392259681225825,-2.5577064685554443,0.2445779002454764,0,37,15,8,0.6271186440677966,0.2542372881355932,8.739225968122582
ATP6V1H (51606),ATP6V1H,-0.6548342516798308,0.3248722750331447,-1.3129810611233483,0.0986554505555373,0,39,10,6,0.6610169491525424,0.1694915254237288,8.724872275033144
TELO2 (9894),TELO2,-0.5929834054913932,0.31406506027047937,-1.1397228869490936,0.4911263339399433,0,39,5,6,0.6610169491525424,0.0847457627118644,8.71406506027048
FAF2 (23197),FAF2,-0.6017130311551501,0.30730852126254193,-1.128848594232292,0.1057754304379973,0,39,6,6,0.6610169491525424,0.1016949152542373,8.707308521262542
MYH9 (4627),MYH9,-0.5809576477931261,0.48907543032626205,-1.6934762925430005,0.5470111775532279,0,33,11,16,0.559322033898305,0.1864406779661017,8.689075430326263
COASY (80347),COASY,-0.6923689568755008,0.3772390207005252,-1.7310370400645243,0.1121264759077966,0,39,14,5,0.6610169491525424,0.23728813559322035,8.677239020700526
USP7 (7874),USP7,-0.8347847741429253,0.5676822891088589,-2.1559034972114746,0.2128968052680494,0,38,20,5,0.6440677966101694,0.3389830508474576,8.667682289108859
FDXR (2232),FDXR,-0.6447580577105667,0.36610551322690293,-1.3858032677907912,0.1314216759785922,0,38,11,7,0.6440677966101694,0.1864406779661017,8.666105513226903
PTBP1 (5725),PTBP1,-0.6413822743310416,0.3657768637810358,-1.6027671543179052,0.2258303867069137,0,39,8,5,0.6610169491525424,0.13559322033898305,8.665776863781037
ARFRP1 (10139),ARFRP1,-0.608853282925884,0.3655075546895435,-1.5391441612821166,0.1633192442311392,0,38,9,7,0.6440677966101694,0.15254237288135594,8.665507554689544
RARS2 (57038),RARS2,-0.642371191806823,0.3404286040082621,-1.325347152794325,0.0941081849066515,0,39,12,5,0.6610169491525424,0.2033898305084746,8.640428604008262
WTAP (9589),WTAP,-0.6207271867822415,0.3130028541571422,-1.7296050808722816,0.0548428018239376,0,39,4,5,0.6610169491525424,0.06779661016949153,8.613002854157143
RTTN (25914),RTTN,-0.5606325198977528,0.30608029610543014,-1.186436917981705,0.2030627502192978,0,36,4,10,0.6101694915254238,0.06779661016949153,8.50608029610543
PPP6C (5537),PPP6C,-0.6430061843273515,0.3054804408343588,-1.2838289124660125,0.027872288422078,0,38,7,6,0.6440677966101694,0.11864406779661017,8.50548044083436
PSMG1 (8624),PSMG1,-0.5816641893992475,0.40261117069908037,-1.6221172745212684,0.2097270060605633,0,35,11,11,0.5932203389830508,0.1864406779661017,8.50261117069908
VHL (7428),VHL,-0.5382447191075862,0.3843698728815406,-1.3923261068245767,0.6956215791314851,0,37,6,7,0.6271186440677966,0.1016949152542373,8.48436987288154
WDR1 (9948),WDR1,-0.7618498267959438,0.5611487939898596,-2.4855709885869546,-0.0089156069418804,0,35,15,9,0.5932203389830508,0.2542372881355932,8.46114879398986
PPP2R1A (5518),PPP2R1A,-0.6690572560297964,0.5396999163783255,-1.8018397027306128,0.4119805190855534,0,33,14,13,0.559322033898305,0.23728813559322035,8.439699916378327
ARF4 (378),ARF4,-0.6626671894635824,0.5170048264941361,-2.5139667527912737,0.4559902173957041,0,36,9,7,0.6101694915254238,0.15254237288135594,8.417004826494136
ING3 (54556),ING3,-0.5938685532152393,0.3121986695994759,-1.2291790459363152,0.2134202479357003,0,37,5,7,0.6271186440677966,0.0847457627118644,8.412198669599476
MED1 (5469),MED1,-0.7545521194929665,0.4847206188669665,-2.1374047035530257,0.1622954978845393,0,37,18,5,0.6271186440677966,0.3050847457627119,8.384720618866968
ARPC4 (10093),ARPC4,-0.5985676163775533,0.3655404496015434,-1.602916192315611,0.0833357086084636,0,36,8,8,0.6101694915254238,0.13559322033898305,8.365540449601545
SKA3 (221150),SKA3,-0.6425200691680089,0.359596633636675,-1.460786114572286,0.4094685687542905,0,37,10,6,0.6271186440677966,0.1694915254237288,8.359596633636675
TWNK (56652),TWNK,-0.5521163387527835,0.34687948280600955,-1.3414511850170077,0.2361321714157027,0,35,4,10,0.5932203389830508,0.06779661016949153,8.34687948280601
MED24 (9862),MED24,-0.610487129042806,0.3327962005450674,-1.515338921526661,0.2077680539670563,0,37,6,6,0.6271186440677966,0.1016949152542373,8.332796200545069
TAF1D (79101),TAF1D,-0.6114578522844828,0.3168137006054016,-1.3069013093124964,0.3880368803778989,0,37,5,6,0.6271186440677966,0.0847457627118644,8.316813700605403
MRPL15 (29088),MRPL15,-0.5939540729409377,0.3118199222115965,-1.1745620888404469,0.0455698310256285,0,37,5,6,0.6271186440677966,0.0847457627118644,8.311819922211598
PPA2 (27068),PPA2,-0.5098263292216648,0.39359359738981814,-1.5491942301348776,0.2298158610268043,0,32,6,15,0.5423728813559322,0.1016949152542373,8.293593597389819
PTPN11 (5781),PTPN11,-0.6420419814726275,0.39081903319717154,-1.8444000072487108,0.1172643784601128,0,36,13,7,0.6101694915254238,0.22033898305084745,8.290819033197172
HARS2 (23438),HARS2,-0.5853428856726419,0.3483897717062732,-1.479157072418646,0.2599566970904667,0,36,7,7,0.6101694915254238,0.11864406779661017,8.248389771706274
HEMK2 (29104),HEMK2,-0.6168699444081982,0.34215046186083353,-2.084666541849427,0.0145105763715976,0,37,6,5,0.6271186440677966,0.1016949152542373,8.242150461860835
CRIPTO (6997),CRIPTO,-0.5813182228189337,0.33952784239803646,-1.3201539607721708,0.0845511754145164,0,35,7,9,0.5932203389830508,0.11864406779661017,8.239527842398036
PCYT1A (5130),PCYT1A,-0.5954233956186792,0.43549334579257776,-2.7215052499754835,0.0156254648509263,0,34,8,10,0.576271186440678,0.13559322033898305,8.235493345792579
BPTF (2186),BPTF,-0.6270220347788286,0.3276131572623584,-1.4309841215771664,0.1209707977424465,0,37,7,5,0.6271186440677966,0.11864406779661017,8.227613157262358
FASN (2194),FASN,-0.575671442487625,0.42500861200965706,-1.5498714599637675,0.0671205349004544,0,33,12,12,0.559322033898305,0.2033898305084746,8.225008612009658
XPO5 (57510),XPO5,-0.6262774347550703,0.36997391050465495,-1.5678059205154815,0.1783197160220868,0,36,6,6,0.6101694915254238,0.1016949152542373,8.169973910504655
CAD (790),CAD,-0.6182844006827213,0.4529703734463651,-2.547308342226576,0.0311787392588298,0,34,10,9,0.576271186440678,0.1694915254237288,8.152970373446365
TIPRL (261726),TIPRL,-0.5371787378336372,0.3233504552000331,-1.5410891189853642,0.2189156952134283,0,35,6,8,0.5932203389830508,0.1016949152542373,8.123350455200033
STX4 (6810),STX4,-0.6445415599459301,0.5214864912400804,-2.582952072306548,0.1333144934967581,0,32,13,12,0.5423728813559322,0.22033898305084745,8.12148649124008
FPGS (2356),FPGS,-0.6939916384601842,0.4203742127228781,-1.7438484678617343,0.1583598982518776,0,36,16,5,0.6101694915254238,0.2711864406779661,8.12037421272288
STXBP3 (6814),STXBP3,-0.5431934358710611,0.4083314618705008,-1.4789697985058798,0.2691532956290488,0,31,10,15,0.5254237288135594,0.1694915254237288,8.1083314618705
TUBE1 (51175),TUBE1,-0.5885225087135378,0.30131751865753725,-1.4265597483592236,0.0567354668495994,0,36,4,5,0.6101694915254238,0.06779661016949153,8.001317518657537
GART (2618),GART,-0.5656688766012663,0.3894942159209247,-1.3855371226684317,0.1118767319830189,0,32,7,12,0.5423728813559322,0.11864406779661017,7.989494215920925
SOX9 (6662),SOX9,-0.5939078436036552,0.4868340498390351,-2.108544249450682,0.1625440932884713,0,31,13,13,0.5254237288135594,0.22033898305084745,7.986834049839035
MLST8 (64223),MLST8,-0.6055616757057531,0.38603866261370706,-1.5788153931773354,-0.0038980620363159,0,34,8,8,0.576271186440678,0.13559322033898305,7.986038662613708
RGP1 (9827),RGP1,-0.5303368537729347,0.37952283749471105,-1.7048958927804128,0.1999948221904924,0,32,4,12,0.5423728813559322,0.06779661016949153,7.979522837494712
XRN1 (54464),XRN1,-0.5743761433538407,0.4567729579954178,-2.223590748478079,0.2983201888660904,0,30,9,15,0.5084745762711864,0.15254237288135594,7.956772957995418
PFDN1 (5201),PFDN1,-0.6241880568505911,0.3942921322326456,-1.716849142553149,0.0320134150957033,0,34,10,7,0.576271186440678,0.1694915254237288,7.894292132232646
ENO1 (2023),ENO1,-0.5871704338629783,0.3633206528643266,-1.6118566576788322,0.1182191543001847,0,34,8,7,0.576271186440678,0.13559322033898305,7.863320652864328
GET1 (7485),GET1,-0.5652443495906332,0.34039969495197847,-1.5158318034050549,-0.033364742470456,0,32,5,11,0.5423728813559322,0.0847457627118644,7.840399694951978
ZNHIT3 (9326),ZNHIT3,-0.6397136806689426,0.30700237146607157,-1.1731743995306687,-0.0384607409389859,0,35,9,5,0.5932203389830508,0.15254237288135594,7.807002371466072
PIK3CA (5290),PIK3CA,-0.5968330291685551,0.40460156753105153,-2.089855242872175,0.2609418876318116,0,34,7,6,0.576271186440678,0.11864406779661017,7.804601567531053
DHODH (1723),DHODH,-0.5970240214529766,0.367029992481941,-1.810905852755976,-0.0623454669824274,0,34,7,6,0.576271186440678,0.11864406779661017,7.767029992481941
YAP1 (10413),YAP1,-0.655339802274134,0.45159216634163313,-2.830750336913944,0.0010827582236204,0,34,10,5,0.576271186440678,0.1694915254237288,7.751592166341634
OGDH (4967),OGDH,-0.5798685451567708,0.3357689918469299,-1.466223839767035,0.150057253972575,0,34,6,6,0.576271186440678,0.1016949152542373,7.73576899184693
HSD17B10 (3028),HSD17B10,-0.5452042836977679,0.33146824400726294,-1.2706891931787911,0.1234493034984894,0,32,5,10,0.5423728813559322,0.0847457627118644,7.731468244007264
TUBB4B (10383),TUBB4B,-0.6984199656764878,0.5304814201697621,-2.6225504977140712,-0.0409517907149093,0,33,13,6,0.559322033898305,0.22033898305084745,7.730481420169763
TYMS (7298),TYMS,-0.7071266288724128,0.7184560125002104,-3.0620111356837314,0.0789855102761102,0,27,15,16,0.4576271186440678,0.2542372881355932,7.71845601250021
TTF2 (8458),TTF2,-0.5655416232738917,0.31558141089753683,-1.5282128504627046,0.1366852000559749,0,34,5,6,0.576271186440678,0.0847457627118644,7.7155814108975385
METAP1 (23173),METAP1,-0.5455496205696069,0.3113776273675209,-1.5132542883206177,0.0853688401081286,0,32,5,10,0.5423728813559322,0.0847457627118644,7.711377627367521
CHMP5 (51510),CHMP5,-0.6883932734833101,0.3995227075405077,-1.867921279340755,0.0374357859810857,0,34,12,5,0.576271186440678,0.2033898305084746,7.699522707540509
KIF4A (24137),KIF4A,-0.5421049138798193,0.37322476347584854,-1.401453467960498,0.1002920708654204,0,31,8,11,0.5254237288135594,0.13559322033898305,7.673224763475849
MED10 (84246),MED10,-0.5257053700657003,0.3583501112370741,-1.5292894216733934,0.2370916819705545,0,30,4,13,0.5084745762711864,0.06779661016949153,7.658350111237074
EAPP (55837),EAPP,-0.5612302773389813,0.34724462112450216,-2.251321120997216,0.0671481845335614,0,34,4,5,0.576271186440678,0.06779661016949153,7.647244621124503
RNF4 (6047),RNF4,-0.63379755589095,0.42373555052824446,-2.0138417939147457,-0.0430405443133287,0,32,7,8,0.5423728813559322,0.11864406779661017,7.623735550528244
VBP1 (7411),VBP1,-0.5831778358638526,0.3226907437789584,-1.6055654659546224,-0.073275476488234,0,33,5,7,0.559322033898305,0.0847457627118644,7.622690743778959
IRS2 (8660),IRS2,-0.6008669941151017,0.5168261776629335,-2.623399480457696,0.1386888037923731,0,28,11,15,0.4745762711864407,0.1864406779661017,7.616826177662934
TTC7A (57217),TTC7A,-0.6252783581585678,0.6055238623752186,-2.341189275960309,0.2519466038712301,0,28,14,14,0.4745762711864407,0.23728813559322035,7.60552386237522
