target_column,gene_symbol,y_mean,y_std,y_min,y_max,n_missing,n_dep_lt_m05,n_strong_lt_m1,n_neutral_gt_m02,frac_dep_lt_m05,frac_strong_lt_m1,selection_score
SEPSECS (51091),SEPSECS,-0.2703089678465491,0.30475026331660654,-1.1170516764847758,0.2536762167633092,0,14,2,30,0.23728813559322035,0.03389830508474576,6.104750263316607
PRPF39 (55015),PRPF39,-0.40828063050898267,0.3028684748781428,-1.2056025466091234,0.0801887147682638,0,20,2,18,0.3389830508474576,0.03389830508474576,6.102868474878143
FECH (2235),FECH,-0.46691638599343743,0.3914910264998155,-2.530693640675333,0.5101965405303266,0,24,2,9,0.4067796610169492,0.03389830508474576,6.091491026499817
EP300 (2033),EP300,-0.19764040411841313,0.3827244330712122,-1.0164803277772922,0.7169392620729347,0,14,1,29,0.23728813559322035,0.01694915254237288,6.082724433071213
COP1 (64326),COP1,-0.40784161268680286,0.37802970793247875,-1.3240941603150436,0.5448629697672487,0,20,4,17,0.3389830508474576,0.06779661016949153,6.078029707932479
MTCH2 (23788),MTCH2,-0.3066797838083483,0.3736127589150627,-2.0803759865909024,0.2512644876195965,0,12,3,33,0.2033898305084746,0.05084745762711865,6.073612758915063
BRCA2 (675),BRCA2,-0.3775562308427915,0.34989526403857046,-1.323032481387571,0.4804842321057035,0,20,3,17,0.3389830508474576,0.05084745762711865,6.049895264038571
STK40 (83931),STK40,-0.23712501197742727,0.3483526285258971,-1.4143834214076658,0.3890459548567961,0,13,1,31,0.22033898305084745,0.01694915254237288,6.0483526285258975
MDM2 (4193),MDM2,-0.6332949016936125,0.5425386927786543,-2.496259081363432,-0.0632062676188446,0,24,10,7,0.4067796610169492,0.1694915254237288,6.042538692778655
BRAT1 (221927),BRAT1,-0.35726848256027577,0.3415652746472108,-1.062815191538633,0.2727902676831313,0,20,3,17,0.3389830508474576,0.05084745762711865,6.041565274647211
ATP2B1 (490),ATP2B1,-0.4418257019001271,0.3278503173329121,-1.3209111020502888,0.1373308727849473,0,21,5,15,0.3559322033898305,0.0847457627118644,6.027850317332912
TFAP4 (7023),TFAP4,-0.3956276535668893,0.31551267802440014,-1.135384654727155,0.1824727498842041,0,20,2,17,0.3389830508474576,0.03389830508474576,6.0155126780244
TXNRD1 (7296),TXNRD1,-0.2489617139180465,0.34375303994667433,-0.950966352680757,0.7829886527074844,0,13,0,30,0.22033898305084745,0.0,5.9437530399466745
TRIT1 (54802),TRIT1,-0.33496094749276106,0.3367544505274899,-1.4489478844489312,0.2465459790065611,0,17,2,22,0.288135593220339,0.03389830508474576,5.9367544505274905
STN1 (79991),STN1,-0.5289764188631598,0.325288102938515,-1.3960756037615252,-0.017774346430615,0,25,8,6,0.423728813559322,0.13559322033898305,5.925288102938515
SLC7A1 (6541),SLC7A1,-0.3138220161064813,0.42488355718416754,-2.5391211721621136,0.1175283247301237,0,10,5,35,0.1694915254237288,0.0847457627118644,5.924883557184168
WDR83 (84292),WDR83,-0.5085449943078749,0.31401694878616476,-1.7217088322575071,0.0553621023310225,0,25,3,6,0.423728813559322,0.05084745762711865,5.9140169487861645
ZMYND8 (23613),ZMYND8,-0.40891821533352113,0.31235751237642945,-1.2022490895060691,0.4581775809491639,0,21,3,14,0.3559322033898305,0.05084745762711865,5.91235751237643
BCL9L (283149),BCL9L,-0.1885445650388293,0.3057031986784065,-1.1286462042798318,0.3878268579182697,0,11,1,34,0.1864406779661017,0.01694915254237288,5.905703198678407
FOSL1 (8061),FOSL1,-0.30125025145550965,0.39894281758117217,-1.8674620929246748,0.3098801600205624,0,13,4,29,0.22033898305084745,0.06779661016949153,5.8989428175811724
SOX2 (6657),SOX2,-0.15929654746518523,0.37851090782501107,-2.4528384396710283,0.3501760615044177,0,5,1,45,0.0847457627118644,0.01694915254237288,5.878510907825011
HNF1A (6927),HNF1A,-0.29749124878055994,0.37241381966363746,-1.4760359052493015,0.39078491168536,0,14,4,27,0.23728813559322035,0.06779661016949153,5.872413819663638
BIRC6 (57448),BIRC6,-0.5144726657169593,0.4635315316528116,-2.151285574389767,0.258222129713296,0,23,6,8,0.3898305084745763,0.1016949152542373,5.863531531652812
UBR5 (51366),UBR5,-0.47794200011449156,0.3604322578311675,-2.104850262819002,0.2854545098725263,0,22,4,11,0.3728813559322034,0.06779661016949153,5.860432257831167
CCNC (892),CCNC,-0.43957938433273086,0.35490862682810626,-1.4495210812599997,0.3486000713672137,0,21,5,13,0.3559322033898305,0.0847457627118644,5.854908626828106
PDCD6IP (10015),PDCD6IP,-0.313749484439482,0.3405260789089336,-1.3774875013225485,0.2913079065964242,0,15,2,25,0.2542372881355932,0.03389830508474576,5.840526078908933
MEN1 (4221),MEN1,-0.4388164257931756,0.3351977641393073,-1.1551656377066002,0.7179398210213177,0,21,3,13,0.3559322033898305,0.05084745762711865,5.835197764139307
DOT1L (84444),DOT1L,-0.21927874811392423,0.3223797985996247,-1.2045755681391004,0.3605378552843388,0,11,1,33,0.1864406779661017,0.01694915254237288,5.822379798599625
IQGAP1 (8826),IQGAP1,-0.20486848824869175,0.31715102836248826,-1.2590707164212116,0.3985082033867753,0,8,2,39,0.13559322033898305,0.03389830508474576,5.817151028362488
THAP11 (57215),THAP11,-0.3837555428065715,0.3040575344008733,-1.0473580000547655,0.3650230826710882,0,21,1,13,0.3559322033898305,0.01694915254237288,5.804057534400873
ITGB1 (3688),ITGB1,-0.12576876630672962,0.3040456927348143,-1.3270998576540771,0.5145234086108401,0,7,1,41,0.11864406779661017,0.01694915254237288,5.804045692734815
RPIA (22934),RPIA,-0.28993811771839006,0.3018916605682722,-1.087393804403519,0.3594366463971872,0,15,2,25,0.2542372881355932,0.03389830508474576,5.801891660568272
FDFT1 (2222),FDFT1,-0.3049785778150082,0.39819724822136215,-1.85131895091321,0.2811234662356746,0,12,4,30,0.2033898305084746,0.06779661016949153,5.798197248221363
LIAS (11019),LIAS,-0.4298500192071537,0.34099200667197016,-1.4260674898980406,0.3483824229275967,0,21,2,12,0.3559322033898305,0.03389830508474576,5.740992006671971
AMBRA1 (55626),AMBRA1,-0.13356079647440466,0.3923191753993218,-0.8587695581197791,1.1423502549132032,0,11,0,31,0.1864406779661017,0.0,5.692319175399322
DNLZ (728489),DNLZ,-0.42809712664160665,0.34419513348051683,-1.7728527330689503,0.1476002585349423,0,19,4,15,0.3220338983050847,0.06779661016949153,5.644195133480517
TEDC2 (80178),TEDC2,-0.40195627293548375,0.32422914218359783,-1.2825076489777596,0.6395115839858119,0,21,2,11,0.3559322033898305,0.03389830508474576,5.624229142183598
SLC7A5 (8140),SLC7A5,-0.3439129439143707,0.32163827143650253,-1.1729309295694303,0.5422438752221155,0,16,2,21,0.2711864406779661,0.03389830508474576,5.6216382714365025
YTHDF2 (51441),YTHDF2,-0.2819526175249511,0.31596061457488134,-1.1504008460552275,0.5281810895616189,0,13,1,27,0.22033898305084745,0.01694915254237288,5.615960614574881
FBXO7 (25793),FBXO7,-0.24834592273634465,0.31131963408639973,-1.3321543111188867,0.1262063381155598,0,11,2,31,0.1864406779661017,0.03389830508474576,5.611319634086399
SHOC2 (8036),SHOC2,-0.2829907233749604,0.36574824786093546,-1.5928911591359434,0.6709621101026978,0,12,3,28,0.2033898305084746,0.05084745762711865,5.565748247860936
MAP2K1 (5604),MAP2K1,-0.23346328723854817,0.3500689246320194,-1.494727285148077,0.2191563076846242,0,8,3,36,0.13559322033898305,0.05084745762711865,5.550068924632019
PARD3 (56288),PARD3,-0.13919427153677474,0.3250363857877426,-1.5753421152658866,0.9492457917461086,0,6,1,40,0.1016949152542373,0.01694915254237288,5.525036385787743
ZNF217 (7764),ZNF217,-0.39699537485761555,0.3227576650495433,-1.4500889715551786,0.1396942894107842,0,17,3,18,0.288135593220339,0.05084745762711865,5.522757665049544
SMARCA4 (6597),SMARCA4,-0.21375718740363656,0.31878333356950495,-1.3935396066252708,0.3751675069733569,0,9,2,34,0.15254237288135594,0.03389830508474576,5.518783333569505
TGIF1 (7050),TGIF1,-0.15737124443853015,0.3178655329773449,-1.27123671737767,0.482209845839643,0,8,1,36,0.13559322033898305,0.01694915254237288,5.5178655329773445
CHKA (1119),CHKA,-0.4394435628942075,0.31248823917592466,-1.3000057291921667,0.0284459897861586,0,20,4,12,0.3389830508474576,0.06779661016949153,5.512488239175925
ARF1 (375),ARF1,-0.3030410230576756,0.3080566654396441,-1.147027610041296,0.427998340198813,0,14,2,24,0.23728813559322035,0.03389830508474576,5.508056665439645
WDR26 (80232),WDR26,-0.44702488447589467,0.3039925863346966,-1.5649615525511944,0.165951246107637,0,20,2,12,0.3389830508474576,0.03389830508474576,5.503992586334697
H2BC26 (128312),H2BC26,-0.21632055407337097,0.3038137181324601,-1.0525540029307583,0.4957258299965308,0,11,1,30,0.1864406779661017,0.01694915254237288,5.50381371813246
CDH1 (999),CDH1,-0.16516479067646345,0.38612833751692155,-1.2736973851682842,1.3447213251081576,0,8,2,35,0.13559322033898305,0.03389830508474576,5.486128337516922
GPX4 (2879),GPX4,-0.22577122052927412,0.3773470167056999,-1.6590753957300324,0.5698598704641895,0,10,3,31,0.1694915254237288,0.05084745762711865,5.4773470167057
CREBBP (1387),CREBBP,-0.23824466516814563,0.45216766189604235,-1.7382732065874191,0.4765149405349698,0,11,4,28,0.1864406779661017,0.06779661016949153,5.452167661896043
TADA2B (93624),TADA2B,-0.3379718278181599,0.3506864664969283,-1.4505390699224905,0.3587559767738688,0,16,3,19,0.2711864406779661,0.05084745762711865,5.450686466496928
GSK3B (2932),GSK3B,-0.1573171475054426,0.3491459161994501,-1.5359159107507032,0.3776902885271853,0,7,2,37,0.11864406779661017,0.03389830508474576,5.44914591619945
LIPT1 (51601),LIPT1,-0.23319568065859503,0.3444874162953407,-1.1909900725971738,0.647612431163865,0,12,2,27,0.2033898305084746,0.03389830508474576,5.444487416295342
SLC25A28 (81894),SLC25A28,-0.3640772995133401,0.3396855035732601,-1.2912376013956612,0.3462120494279105,0,16,4,19,0.2711864406779661,0.06779661016949153,5.43968550357326
RB1CC1 (9821),RB1CC1,-0.3168523583581803,0.3372489325481048,-1.917926831973004,0.2343407403380771,0,15,1,21,0.2542372881355932,0.01694915254237288,5.437248932548105
KDSR (2531),KDSR,-0.2619542104365436,0.3355784919199281,-1.7352493039414394,0.1419763913653997,0,9,2,33,0.15254237288135594,0.03389830508474576,5.435578491919928
MYB (4602),MYB,-0.43585704764363326,0.33191706242705654,-1.804705772412286,0.3159512425907844,0,20,3,11,0.3389830508474576,0.05084745762711865,5.431917062427056
CDK8 (1024),CDK8,-0.20053555359052497,0.32945374330556165,-1.2002698882061418,0.4013251223202136,0,7,3,37,0.11864406779661017,0.05084745762711865,5.429453743305562
MARK2 (2011),MARK2,-0.3436241556619011,0.32944312994990715,-1.3103392001380478,0.6409112482417568,0,16,2,19,0.2711864406779661,0.03389830508474576,5.429443129949908
TADA1 (117143),TADA1,-0.30700154600309154,0.3290924903129076,-1.201825951486048,0.4950171133500031,0,14,2,23,0.23728813559322035,0.03389830508474576,5.429092490312908
MTA2 (9219),MTA2,-0.2543330898984359,0.32721308547205086,-1.928381065745398,0.1562400914180156,0,9,2,33,0.15254237288135594,0.03389830508474576,5.427213085472051
MAP3K2 (10746),MAP3K2,-0.21561000449920653,0.32623132146691625,-1.2694790113889491,0.2857195046380945,0,7,3,37,0.11864406779661017,0.05084745762711865,5.426231321466917
SOS1 (6654),SOS1,-0.23770445048163802,0.3238623649380601,-1.400952662536046,0.2995727954155782,0,10,3,31,0.1694915254237288,0.05084745762711865,5.42386236493806
TPK1 (27010),TPK1,-0.16519747451154695,0.32195133368879614,-1.218420752057606,0.318773420264474,0,6,2,39,0.1016949152542373,0.03389830508474576,5.421951333688797
SUZ12 (23512),SUZ12,-0.439549262346595,0.31152925315747515,-1.795468182555618,0.2822650023136225,0,21,3,9,0.3559322033898305,0.05084745762711865,5.411529253157475
IDH3A (3419),IDH3A,-0.3870955884540859,0.36782424795605906,-1.438887389399067,0.1231835676319077,0,14,5,22,0.23728813559322035,0.0847457627118644,5.36782424795606
ASPM (259266),ASPM,-0.3399404039545371,0.35322459878715506,-1.6989746629147644,0.1590430932771991,0,14,2,22,0.23728813559322035,0.03389830508474576,5.353224598787156
SEPHS2 (22928),SEPHS2,-0.48390776600926527,0.33682847602846894,-1.38135033214281,0.0200825926787859,0,21,6,8,0.3559322033898305,0.1016949152542373,5.336828476028469
PPCDC (60490),PPCDC,-0.20739692291942996,0.31898750578294754,-1.3357140358110848,0.2679895072270518,0,7,3,36,0.11864406779661017,0.05084745762711865,5.318987505782948
ADAT2 (134637),ADAT2,-0.3339770373572698,0.30618778796935386,-1.0951450368174174,0.3276841781463703,0,16,1,18,0.2711864406779661,0.01694915254237288,5.306187787969354
SLC4A7 (9497),SLC4A7,-0.492718676403804,0.40193132775263063,-2.227963857422466,0.3505075443280704,0,20,7,9,0.3389830508474576,0.11864406779661017,5.301931327752631
RPL22L1 (200916),RPL22L1,-0.4257014321618589,0.43346557296631116,-2.277400162864582,0.2933537761250398,0,16,6,16,0.2711864406779661,0.1016949152542373,5.2334655729663115
GRK2 (156),GRK2,-0.31372492220803383,0.32154063321184423,-1.4733668870762833,0.2501780768203098,0,12,3,25,0.2033898305084746,0.05084745762711865,5.221540633211845
TAF5L (27097),TAF5L,-0.32969439980037146,0.31288248944378205,-1.3395393901540396,0.3973136543826396,0,15,1,19,0.2542372881355932,0.01694915254237288,5.212882489443782
PARD6B (84612),PARD6B,-0.20474277983457292,0.4095158845177906,-1.4001050380296147,0.6664148033425025,0,8,4,32,0.13559322033898305,0.06779661016949153,5.20951588451779
PI4KB (5298),PI4KB,-0.3578905653910559,0.3011625071913365,-1.2013987784026203,0.2620288848805883,0,15,1,19,0.2542372881355932,0.01694915254237288,5.201162507191337
FXN (2395),FXN,-0.3596480736830573,0.36220808148531985,-1.190816558214185,0.6446379120696423,0,17,5,14,0.288135593220339,0.0847457627118644,5.16220808148532
PDS5A (23244),PDS5A,-0.22278249819061977,0.3533609149244152,-1.337558256433099,0.4698771909562853,0,10,2,28,0.1694915254237288,0.03389830508474576,5.1533609149244155
TRAF7 (84231),TRAF7,-0.21940032863088005,0.3481231224367793,-1.424398178275189,0.5561512035617403,0,9,2,30,0.15254237288135594,0.03389830508474576,5.148123122436779
STEEP1 (63932),STEEP1,-0.21955950690636464,0.3341317448043388,-1.3352249174684423,0.3440968327400988,0,8,3,32,0.13559322033898305,0.05084745762711865,5.134131744804339
CUL2 (8453),CUL2,-0.35874195132590647,0.33079707992817425,-1.299809368198191,0.4749456233614725,0,16,3,16,0.2711864406779661,0.05084745762711865,5.130797079928175
PAXIP1 (22976),PAXIP1,-0.09870208176418366,0.3185335325264668,-0.8196976684947873,0.6090408233407812,0,5,0,38,0.0847457627118644,0.0,5.118533532526467
CSDE1 (7812),CSDE1,-0.33637293065631163,0.30442775741524714,-0.9377233451571696,0.500913927405167,0,16,0,16,0.2711864406779661,0.0,5.104427757415247
CHMP1A (5119),CHMP1A,-0.44315136216223333,0.3000418854588209,-1.385736050131383,0.5175570686576971,0,21,3,6,0.3559322033898305,0.05084745762711865,5.100041885458822
DHX29 (54505),DHX29,-0.2407721115952284,0.3383911997007219,-1.3011687112853203,0.3313895871739426,0,9,2,29,0.15254237288135594,0.03389830508474576,5.0383911997007225
DERL2 (51009),DERL2,-0.3239780159137368,0.33091028939402145,-1.634595683451045,0.5382208036093091,0,14,1,19,0.23728813559322035,0.01694915254237288,5.030910289394022
CASC3 (22794),CASC3,-0.3730324934816943,0.3268716183390476,-1.3109158548013726,0.4492489187231911,0,14,2,19,0.23728813559322035,0.03389830508474576,5.026871618339048
ARID1A (8289),ARID1A,-0.19399160462759446,0.30964461497030527,-1.1138333322599323,0.4357974253380384,0,9,1,29,0.15254237288135594,0.01694915254237288,5.0096446149703056
ZFP36L1 (677),ZFP36L1,-0.1869023062892616,0.30743478484667147,-1.3754074348827905,0.4345984060379892,0,6,2,35,0.1016949152542373,0.03389830508474576,5.007434784846671
RHOA (387),RHOA,-0.2517695400118409,0.3951238062659056,-1.5372317634277448,0.6653212363853995,0,11,3,24,0.1864406779661017,0.05084745762711865,4.995123806265906
DET1 (55070),DET1,-0.3986371246473241,0.3255261010596381,-1.3498584174263493,0.3773410421588313,0,17,3,12,0.288135593220339,0.05084745762711865,4.9255261010596385
JUN (3725),JUN,-0.18439615724538774,0.31021080748430213,-1.5517293367878882,0.3235578375415748,0,5,2,36,0.0847457627118644,0.03389830508474576,4.910210807484303
NIBAN2 (64855),NIBAN2,-0.19529324345042737,0.3040683783056794,-1.4969268652209249,0.2554380795820073,0,6,2,34,0.1016949152542373,0.03389830508474576,4.90406837830568
TIMM17A (10440),TIMM17A,-0.37697849641751485,0.38878123661712366,-2.185464797568126,0.1073781349619516,0,13,3,19,0.22033898305084745,0.05084745762711865,4.888781236617124
LEMD2 (221496),LEMD2,-0.4061353783933917,0.3698686040690919,-2.2079447493075754,0.1402997315524272,0,14,3,17,0.23728813559322035,0.05084745762711865,4.869868604069092
FDX1 (2230),FDX1,-0.30633815460100144,0.39633462075235,-1.2887646109178132,1.5197266642978708,0,14,1,16,0.23728813559322035,0.01694915254237288,4.796334620752351
APEX2 (27301),APEX2,-0.2260709907628389,0.3135891533748747,-1.4847934729453316,0.5319857174566512,0,7,2,30,0.11864406779661017,0.03389830508474576,4.713589153374874
CIAO2A (84191),CIAO2A,-0.3523633873643436,0.31220858858093775,-1.064593324372595,0.3175324726383273,0,15,3,14,0.2542372881355932,0.05084745762711865,4.712208588580938
TIPARP (25976),TIPARP,-0.2990178965551059,0.308095693026932,-0.965479637895171,0.3817565724345891,0,12,0,20,0.2033898305084746,0.0,4.708095693026932
POLR2M (81488),POLR2M,-0.32087321475011243,0.3071742271016214,-1.7091946031021084,0.2721079281578691,0,12,1,20,0.2033898305084746,0.01694915254237288,4.707174227101621
ZRANB2 (9406),ZRANB2,-0.3031138223676337,0.30037885616117765,-1.3025975828456204,0.5931547091806821,0,11,3,22,0.1864406779661017,0.05084745762711865,4.700378856161178
TSC1 (7248),TSC1,-0.10525321677829211,0.3743588790378672,-0.9307874899039852,1.044617830662603,0,6,0,31,0.1016949152542373,0.0,4.674358879037867
FBXO11 (80204),FBXO11,-0.3188866520656409,0.3559438290436117,-1.628564937963098,0.3837465686223718,0,12,2,19,0.2033898305084746,0.03389830508474576,4.655943829043612
SYNCRIP (10492),SYNCRIP,-0.35424033659083937,0.3406786835534368,-1.961084467725824,0.4697823119955401,0,13,1,17,0.22033898305084745,0.01694915254237288,4.640678683553437
TAFAZZIN (6901),TAFAZZIN,-0.3844777681054632,0.33974792759629424,-2.0203715879639543,0.0646379582045235,0,13,2,17,0.22033898305084745,0.03389830508474576,4.639747927596295
SHC1 (6464),SHC1,-0.23087108008040363,0.3139739633755763,-0.9902403421441396,0.5186139968678811,0,8,0,27,0.13559322033898305,0.0,4.613973963375576
HNF1B (6928),HNF1B,-0.33325649803012014,0.3467473336110567,-1.6252042284272257,0.1317772163815849,0,10,4,22,0.1694915254237288,0.06779661016949153,4.546747333611057
RPP25L (138716),RPP25L,-0.2266306265167168,0.30370042510667056,-2.011302080034693,0.1494284031401767,0,5,1,32,0.0847457627118644,0.01694915254237288,4.503700425106671
NMNAT1 (64802),NMNAT1,-0.35916956748796264,0.36789189345919876,-2.177146855547011,0.0968004757720777,0,10,3,21,0.1694915254237288,0.05084745762711865,4.467891893459199
RBM5 (10181),RBM5,-0.268258360387218,0.33976944339174353,-1.8440968868257204,0.1560827630915408,0,5,2,31,0.0847457627118644,0.03389830508474576,4.439769443391744
POLQ (10721),POLQ,-0.36462436959044553,0.3188101585673936,-1.9380559363074088,0.1648383347365525,0,13,2,15,0.22033898305084745,0.03389830508474576,4.418810158567394
ATP6V0E1 (8992),ATP6V0E1,-0.260941647182563,0.36996387495106253,-2.436197200535433,0.1353249440664855,0,6,2,28,0.1016949152542373,0.03389830508474576,4.369963874951063
MAPK1 (5594),MAPK1,-0.33877496756354875,0.37630828607835665,-1.9181061000088235,0.1313619218709725,0,7,4,25,0.11864406779661017,0.06779661016949153,4.276308286078357
UFL1 (23376),UFL1,-0.37445056902963947,0.3155259842663917,-1.7224897454287276,0.1298347461519252,0,13,3,13,0.22033898305084745,0.05084745762711865,4.2155259842663915
ASF1B (55723),ASF1B,-0.37669727535577996,0.3276303492268273,-2.4555744088306417,-0.0444013731280854,0,10,1,10,0.1694915254237288,0.01694915254237288,3.327630349226827
